Name,Year,Municipality,Revenue,TotalRevenue,MarketShare,SharePct
EGENCIA NORWAY AS,2017,ELVERUM,2300,6602648,3e-4,0.03
MANPOWER AS,2017,ENEBAKK,394138,1461525,0.2697,26.97
ADECCO HELSE AS,2017,ENEBAKK,386640,1461525,0.2645,26.45
ACCURATE CARE AS,2017,ENEBAKK,343488,1461525,0.235,23.5
NORDIC CARE AS,2017,ENEBAKK,159080,1461525,0.1088,10.88
ADECCO NORGE AS,2017,ENEBAKK,60582,1461525,0.0415,4.15
BRAATHEN LANDSKAPSENTREPRENØR AS,2017,ENEBAKK,52000,1461525,0.0356,3.56
SEIE AS,2017,ENEBAKK,23025,1461525,0.0158,1.58
RAMIRENT AS,2017,ENEBAKK,18085,1461525,0.0124,1.24
CONVENE AS,2017,ENEBAKK,10210,1461525,0.007,0.7
BERGEN KONGRESS & KULTUR AS,2017,ENEBAKK,6369,1461525,0.0044,0.44
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,ENEBAKK,4800,1461525,0.0033,0.33
MOTION PICTURE LICENSING COMPANY NORGE AS,2017,ENEBAKK,3108,1461525,0.0021,0.21
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,ENGERDAL,100959,127851,0.7897,78.97
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,ENGERDAL,20000,127851,0.1564,15.64
HOTEL LINK AS,2017,ENGERDAL,4382,127851,0.0343,3.43
MELIN COLLECTORS AS,2017,ENGERDAL,2510,127851,0.0196,1.96
ACCURATE CARE AS,2017,ETNE,908336,1407445,0.6454,64.54
KONSTALI HELSENOR AS,2017,ETNE,425622,1407445,0.3024,30.24
CONVENE AS,2017,ETNE,64068,1407445,0.0455,4.55
MELIN COLLECTORS AS,2017,ETNE,9419,1407445,0.0067,0.67
RETURA VAL-HALL AS,2017,ETNEDAL,10458,10458,1,100
KONSTALI HELSENOR AS,2017,FARSUND,691074,1099558,0.6285,62.85
ECURA CARE AS,2017,FARSUND,384972,1099558,0.3501,35.01
HOTEL LINK AS,2017,FARSUND,11060,1099558,0.0101,1.01
MELIN COLLECTORS AS,2017,FARSUND,7852,1099558,0.0071,0.71
EGENCIA NORWAY AS,2017,FARSUND,4600,1099558,0.0042,0.42
FOCUS CARE AS,2017,FAUSKE,6212088,11795875,0.5266,52.66
KONSTALI HELSENOR AS,2017,FAUSKE,3186797,11795875,0.2702,27.02
ACCURATE CARE AS,2017,FAUSKE,1773318,11795875,0.1503,15.03
HELSELEVERANDØREN AS,2017,FAUSKE,286869,11795875,0.0243,2.43
ECURA CARE AS,2017,FAUSKE,112343,11795875,0.0095,0.95
CONVENE AS,2017,FAUSKE,56201,11795875,0.0048,0.48
RAC NORWAY AS,2017,FAUSKE,57143,11795875,0.0048,0.48
EGENCIA NORWAY AS,2017,FAUSKE,42671,11795875,0.0036,0.36
FIRST RENT A CAR NORWAY AS,2017,FAUSKE,29501,11795875,0.0025,0.25
MELIN COLLECTORS AS,2017,FAUSKE,19344,11795875,0.0016,0.16
CONGRESS CONFERENCE AS,2017,FAUSKE,10270,11795875,9e-4,0.09
BERGEN KONGRESS & KULTUR AS,2017,FAUSKE,9330,11795875,8e-4,0.08
EDEN SPRINGS (NORWAY) AS,2017,FEDJE,17676,17676,1,100
ECURA CARE AS,2017,FITJAR,358906,598163,0.6,60
KLETOR AS,2017,FITJAR,227920,598163,0.381,38.1
THORSEN GRUPPEN AS,2017,FITJAR,11337,598163,0.019,1.9
CONVENE AS,2017,FJALER,32623,51365,0.6351,63.51
RENTOKIL INITIAL NORGE AS,2017,FJALER,6446,51365,0.1255,12.55
EDEN SPRINGS (NORWAY) AS,2017,FJALER,5286,51365,0.1029,10.29
MELIN COLLECTORS AS,2017,FJALER,3746,51365,0.0729,7.29
RAC NORWAY AS,2017,FJALER,3264,51365,0.0635,6.35
VIKAR I NORGE AS,2017,FJORD,358792,1032285,0.3476,34.76
KONSTALI HELSENOR AS,2017,FJORD,330895,1032285,0.3205,32.05
ACCURATE CARE AS,2017,FJORD,159850,1032285,0.1549,15.49
CENTRIC CARE AS,2017,FJORD,131145,1032285,0.127,12.7
CONVENE AS,2017,FJORD,35305,1032285,0.0342,3.42
BERG-HANSEN NORDVEST AS,2017,FJORD,16298,1032285,0.0158,1.58
BERG-HANSEN NORD-NORGE AS,2017,FLAKSTAD,45534,52069,0.8745,87.45
EGENCIA NORWAY AS,2017,FLAKSTAD,6535,52069,0.1255,12.55
KONSTALI HELSENOR AS,2017,FLEKKEFJORD,5367813,12783571,0.4199,41.99
ECURA CARE AS,2017,FLEKKEFJORD,5298766,12783571,0.4145,41.45
ACCURATE CARE AS,2017,FLEKKEFJORD,1636901,12783571,0.128,12.8
HELSELEVERANDØREN AS,2017,FLEKKEFJORD,393473,12783571,0.0308,3.08
RENTOKIL INITIAL NORGE AS,2017,FLEKKEFJORD,36176,12783571,0.0028,0.28
BERGEN KONGRESS & KULTUR AS,2017,FLEKKEFJORD,18174,12783571,0.0014,0.14
MELIN COLLECTORS AS,2017,FLEKKEFJORD,14866,12783571,0.0012,0.12
CONGRESS CONFERENCE AS,2017,FLEKKEFJORD,10650,12783571,8e-4,0.08
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,FLEKKEFJORD,6752,12783571,5e-4,0.05
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,FLESBERG,19609,22343,0.8776,87.76
RENTOKIL INITIAL NORGE AS,2017,FLESBERG,2734,22343,0.1224,12.24
ECURA CARE AS,2017,FLÅ,653696,860402,0.7598,75.98
OPTICE AS,2017,FLÅ,99740,860402,0.1159,11.59
RETURA VAL-HALL AS,2017,FLÅ,79826,860402,0.0928,9.28
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,FLÅ,24376,860402,0.0283,2.83
MELIN COLLECTORS AS,2017,FLÅ,2764,860402,0.0032,0.32
ADECCO HELSE AS,2017,FREDRIKSTAD,9446027,12184836,0.7752,77.52
KONSTALI HELSENOR AS,2017,FREDRIKSTAD,1863403,12184836,0.1529,15.29
ADECCO NORGE AS,2017,FREDRIKSTAD,413119,12184836,0.0339,3.39
FIRST RENT A CAR NORWAY AS,2017,FREDRIKSTAD,95895,12184836,0.0079,0.79
JOBBSYS.NO AS,2017,FREDRIKSTAD,63200,12184836,0.0052,0.52
LOOMIS NORGE AS,2017,FREDRIKSTAD,55186,12184836,0.0045,0.45
EGENCIA NORWAY AS,2017,FREDRIKSTAD,41532,12184836,0.0034,0.34
CONVENE AS,2017,FREDRIKSTAD,35245,12184836,0.0029,0.29
HAFSLUND TELLIER AS,2017,FREDRIKSTAD,30852,12184836,0.0025,0.25
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,FREDRIKSTAD,28345,12184836,0.0023,0.23
RAC NORWAY AS,2017,FREDRIKSTAD,25584,12184836,0.0021,0.21
BERGEN KONGRESS & KULTUR AS,2017,FREDRIKSTAD,24902,12184836,0.002,0.2
ATLANTIC MICE TIBE AS,2017,FREDRIKSTAD,14009,12184836,0.0011,0.11
HOTEL LINK AS,2017,FREDRIKSTAD,12832,12184836,0.0011,0.11
COLLIGENT NORGE AS,2017,FREDRIKSTAD,8642,12184836,7e-4,0.07
CONGRESS CONFERENCE AS,2017,FREDRIKSTAD,7950,12184836,7e-4,0.07
ECURA CARE AS,2017,FREDRIKSTAD,6200,12184836,5e-4,0.05
EDEN SPRINGS (NORWAY) AS,2017,FREDRIKSTAD,4359,12184836,4e-4,0.04
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,FREDRIKSTAD,4800,12184836,4e-4,0.04
MELIN COLLECTORS AS,2017,FREDRIKSTAD,2754,12184836,2e-4,0.02
ACCURATE CARE AS,2017,FROGN,5856199,7131690,0.8212,82.12
HAFSLUND TELLIER AS,2017,FROGN,630534,7131690,0.0884,8.84
NORDIC CARE AS,2017,FROGN,465663,7131690,0.0653,6.53
RENTOKIL INITIAL NORGE AS,2017,FROGN,115257,7131690,0.0162,1.62
N3 NORGE AS,2017,FROGN,42000,7131690,0.0059,0.59
ECURA CARE AS,2017,FROGN,10519,7131690,0.0015,0.15
ODIN KAPITAL AS,2017,FROGN,5652,7131690,8e-4,0.08
MELIN COLLECTORS AS,2017,FROGN,3388,7131690,5e-4,0.05
LOOMIS NORGE AS,2017,FROGN,2478,7131690,3e-4,0.03
NORDIC CARE AS,2017,FROLAND,525994,646053,0.8142,81.42
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,FROLAND,75624,646053,0.1171,11.71
CONVENE AS,2017,FROLAND,30935,646053,0.0479,4.79
MELIN COLLECTORS AS,2017,FROLAND,13500,646053,0.0209,2.09
RENTOKIL INITIAL NORGE AS,2017,FROSTA,9893,18151,0.545,54.5
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,FROSTA,4800,18151,0.2644,26.44
KVAM AGENTUR AS,2017,FROSTA,3458,18151,0.1905,19.05
FOCUS CARE AS,2017,FRØYA,5058682,6777181,0.7464,74.64
DEDICARE DOCTOR AS,2017,FRØYA,812350,6777181,0.1199,11.99
LEGEPARTNER AS,2017,FRØYA,342180,6777181,0.0505,5.05
KONSTALI HELSENOR AS,2017,FRØYA,316813,6777181,0.0467,4.67
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,FRØYA,197559,6777181,0.0292,2.92
CONVENE AS,2017,FRØYA,29898,6777181,0.0044,0.44
RENTOKIL INITIAL NORGE AS,2017,FRØYA,9747,6777181,0.0014,0.14
MELIN COLLECTORS AS,2017,FRØYA,6832,6777181,0.001,0.1
ATLANTIC MICE TIBE AS,2017,FRØYA,3120,6777181,5e-4,0.05
ECURA CARE AS,2017,FYRESDAL,91836,175534,0.5232,52.32
KLETOR AS,2017,FYRESDAL,83698,175534,0.4768,47.68
ECURA CARE AS,2017,FÆRDER,509825,1167491,0.4367,43.67
MANPOWER AS,2017,FÆRDER,457316,1167491,0.3917,39.17
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,FÆRDER,112522,1167491,0.0964,9.64
NOKAS TEKNIKK SØR AS,2017,FÆRDER,52946,1167491,0.0454,4.54
CONVENE AS,2017,FÆRDER,34882,1167491,0.0299,2.99
BERG-HANSEN NORD-NORGE AS,2017,GAMVIK,66763,72419,0.9219,92.19
HOTEL LINK AS,2017,GAMVIK,5656,72419,0.0781,7.81
CENTRIC CARE AS,2017,GAUSDAL,513994,538791,0.954,95.4
CONFEX NORGE AS,2017,GAUSDAL,13990,538791,0.026,2.6
VIKING REDNINGSTJENESTE AS,2017,GAUSDAL,6238,538791,0.0116,1.16
EDEN SPRINGS (NORWAY) AS,2017,GAUSDAL,4569,538791,0.0085,0.85
VERISURE AS,2017,GILDESKÅL,15216,27985,0.5437,54.37
EGENCIA NORWAY AS,2017,GILDESKÅL,12769,27985,0.4563,45.63
ECURA CARE AS,2017,GISKE,510879,1533504,0.3331,33.31
ACCURATE CARE AS,2017,GISKE,438989,1533504,0.2863,28.63
KONSTALI HELSENOR AS,2017,GISKE,338063,1533504,0.2205,22.05
SYDVEST PROSJEKT AS,2017,GISKE,85290,1533504,0.0556,5.56
SEIE AS,2017,GISKE,77450,1533504,0.0505,5.05
BERG-HANSEN NORDVEST AS,2017,GISKE,39915,1533504,0.026,2.6
HOTEL LINK AS,2017,GISKE,23711,1533504,0.0155,1.55
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,GISKE,16200,1533504,0.0106,1.06
AVARN SECURITY AS,2017,GISKE,3007,1533504,0.002,0.2
NORDISK VÅRDINSATS AB,2017,GJERDRUM,495628,1408713,0.3518,35.18
ECURA CARE AS,2017,GJERDRUM,305807,1408713,0.2171,21.71
HELSELEVERANDØREN AS,2017,GJERDRUM,184700,1408713,0.1311,13.11
KONSTALI HELSENOR AS,2017,GJERDRUM,178993,1408713,0.1271,12.71
UNIKE FERIE OPPLEVELSER - UFO AS,2017,GJERDRUM,90000,1408713,0.0639,6.39
NORDIC CARE AS,2017,GJERDRUM,70389,1408713,0.05,5
AVARN SECURITY AS,2017,GJERDRUM,32218,1408713,0.0229,2.29
HOTEL LINK AS,2017,GJERDRUM,26932,1408713,0.0191,1.91
RENTOKIL INITIAL NORGE AS,2017,GJERDRUM,16901,1408713,0.012,1.2
HAFSLUND TELLIER AS,2017,GJERDRUM,7145,1408713,0.0051,0.51
CONVENE AS,2017,GJERSTAD,25113,41653,0.6029,60.29
ECURA CARE AS,2017,GJERSTAD,9600,41653,0.2305,23.05
MELIN COLLECTORS AS,2017,GJERSTAD,6940,41653,0.1666,16.66
KONSTALI HELSENOR AS,2017,GJESDAL,2535356,2937228,0.8632,86.32
SEIE AS,2017,GJESDAL,297207,2937228,0.1012,10.12
ECURA CARE AS,2017,GJESDAL,79566,2937228,0.0271,2.71
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,GJESDAL,12960,2937228,0.0044,0.44
MELIN COLLECTORS AS,2017,GJESDAL,7801,2937228,0.0027,0.27
ELITE VINDUSPUSS AS,2017,GJESDAL,4338,2937228,0.0015,0.15
KLETOR AS,2017,GJØVIK,583500,1433243,0.4071,40.71
ECURA CARE AS,2017,GJØVIK,322940,1433243,0.2253,22.53
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,GJØVIK,123726,1433243,0.0863,8.63
ADECCO HELSE AS,2017,GJØVIK,119405,1433243,0.0833,8.33
HOTEL LINK AS,2017,GJØVIK,46955,1433243,0.0328,3.28
BERGEN KONGRESS & KULTUR AS,2017,GJØVIK,46672,1433243,0.0326,3.26
VERISURE AS,2017,GJØVIK,36556,1433243,0.0255,2.55
CONVENE AS,2017,GJØVIK,35632,1433243,0.0249,2.49
EDEN SPRINGS (NORWAY) AS,2017,GJØVIK,19109,1433243,0.0133,1.33
RAC NORWAY AS,2017,GJØVIK,18725,1433243,0.0131,1.31
EGENCIA NORWAY AS,2017,GJØVIK,13400,1433243,0.0093,0.93
MOTION PICTURE LICENSING COMPANY NORGE AS,2017,GJØVIK,12743,1433243,0.0089,0.89
ATLANTIC MICE TIBE AS,2017,GJØVIK,10000,1433243,0.007,0.7
AVARN SECURITY AS,2017,GJØVIK,9796,1433243,0.0068,0.68
ODIN KAPITAL AS,2017,GJØVIK,9465,1433243,0.0066,0.66
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,GJØVIK,9500,1433243,0.0066,0.66
LOOMIS NORGE AS,2017,GJØVIK,4614,1433243,0.0032,0.32
CONGRESS CONFERENCE AS,2017,GJØVIK,3975,1433243,0.0028,0.28
CONTAR AS,2017,GJØVIK,3800,1433243,0.0027,0.27
VIKING REDNINGSTJENESTE AS,2017,GJØVIK,2730,1433243,0.0019,0.19
ECURA CARE AS,2017,GOL,2368895,3975813,0.5958,59.58
SYDVEST PROSJEKT AS,2017,GOL,1442128,3975813,0.3627,36.27
RETURA VAL-HALL AS,2017,GOL,96871,3975813,0.0244,2.44
CONVENE AS,2017,GOL,34327,3975813,0.0086,0.86
EGENCIA NORWAY AS,2017,GOL,11300,3975813,0.0028,0.28
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,GOL,9500,3975813,0.0024,0.24
AVARN SECURITY AS,2017,GOL,8522,3975813,0.0021,0.21
VIKING REDNINGSTJENESTE AS,2017,GOL,4270,3975813,0.0011,0.11
ECURA CARE AS,2017,GRAN,1083900,1606420,0.6747,67.47
KLETOR AS,2017,GRAN,264748,1606420,0.1648,16.48
KONSTALI HELSENOR AS,2017,GRAN,81924,1606420,0.051,5.1
MELIN COLLECTORS AS,2017,GRAN,75452,1606420,0.047,4.7
BERGEN KONGRESS & KULTUR AS,2017,GRAN,46691,1606420,0.0291,2.91
CONVENE AS,2017,GRAN,30995,1606420,0.0193,1.93
ODIN KAPITAL AS,2017,GRAN,5456,1606420,0.0034,0.34
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,GRAN,4800,1606420,0.003,0.3
EGENCIA NORWAY AS,2017,GRAN,4600,1606420,0.0029,0.29
RAC NORWAY AS,2017,GRAN,3962,1606420,0.0025,0.25
VIKING REDNINGSTJENESTE AS,2017,GRAN,3892,1606420,0.0024,0.24
BERG-HANSEN NORD-NORGE AS,2017,GRANE,62845,62845,1,100
SYDVEST PROSJEKT AS,2017,GRATANGEN,149482,346762,0.4311,43.11
OPTICE AS,2017,GRATANGEN,104030,346762,0.3,30
ACCURATE CARE AS,2017,GRATANGEN,90650,346762,0.2614,26.14
ECURA CARE AS,2017,GRATANGEN,2600,346762,0.0075,0.75
KONSTALI HELSENOR AS,2017,GRIMSTAD,4552385,6455541,0.7052,70.52
KLETOR AS,2017,GRIMSTAD,734700,6455541,0.1138,11.38
HJEMMEVIKAREN AS,2017,GRIMSTAD,631863,6455541,0.0979,9.79
KOOPERATIV BEMANNING AS,2017,GRIMSTAD,334486,6455541,0.0518,5.18
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,GRIMSTAD,122843,6455541,0.019,1.9
HOTEL LINK AS,2017,GRIMSTAD,25076,6455541,0.0039,0.39
BERGEN KONGRESS & KULTUR AS,2017,GRIMSTAD,21595,6455541,0.0033,0.33
EGENCIA NORWAY AS,2017,GRIMSTAD,13453,6455541,0.0021,0.21
VIKING REDNINGSTJENESTE AS,2017,GRIMSTAD,6143,6455541,0.001,0.1
EASY PARK AS,2017,GRIMSTAD,6093,6455541,9e-4,0.09
ATLANTIC MICE TIBE AS,2017,GRIMSTAD,3560,6455541,6e-4,0.06
EDEN SPRINGS (NORWAY) AS,2017,GRIMSTAD,3344,6455541,5e-4,0.05
ECURA CARE AS,2017,GRUE,190527,252643,0.7541,75.41
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,GRUE,35363,252643,0.14,14
HOTEL LINK AS,2017,GRUE,23964,252643,0.0949,9.49
KONTROLL OG RÅDGIVNING AS,2017,GRUE,2789,252643,0.011,1.1
SEIE AS,2017,GULEN,92558,202687,0.4567,45.67
ECURA CARE AS,2017,GULEN,55764,202687,0.2751,27.51
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,GULEN,30962,202687,0.1528,15.28
RAC NORWAY AS,2017,GULEN,14820,202687,0.0731,7.31
FIRST RENT A CAR NORWAY AS,2017,GULEN,6167,202687,0.0304,3.04
MOTION PICTURE LICENSING COMPANY NORGE AS,2017,GULEN,2416,202687,0.0119,1.19
VIKAR I NORGE AS,2017,HADSEL,1175309,1858741,0.6323,63.23
ADECCO HELSE AS,2017,HADSEL,295464,1858741,0.159,15.9
BERG-HANSEN NORD-NORGE AS,2017,HADSEL,209178,1858741,0.1125,11.25
CONVENE AS,2017,HADSEL,71957,1858741,0.0387,3.87
MELIN COLLECTORS AS,2017,HADSEL,67155,1858741,0.0361,3.61
RENTOKIL INITIAL NORGE AS,2017,HADSEL,21318,1858741,0.0115,1.15
EGENCIA NORWAY AS,2017,HADSEL,6900,1858741,0.0037,0.37
HOTEL LINK AS,2017,HADSEL,6567,1858741,0.0035,0.35
ATLANTIC MICE TIBE AS,2017,HADSEL,4893,1858741,0.0026,0.26
ECURA CARE AS,2017,HALDEN,6327127,11619690,0.5445,54.45
SYDVEST PROSJEKT AS,2017,HALDEN,1675014,11619690,0.1442,14.42
KOOPERATIV BEMANNING AS,2017,HALDEN,941307,11619690,0.081,8.1
SEIE AS,2017,HALDEN,759730,11619690,0.0654,6.54
KONSTALI HELSENOR AS,2017,HALDEN,517832,11619690,0.0446,4.46
ABILITY FM ØST AS,2017,HALDEN,429925,11619690,0.037,3.7
DEDICARE DOCTOR AS,2017,HALDEN,324000,11619690,0.0279,2.79
NORDISK VÅRDINSATS AB,2017,HALDEN,247763,11619690,0.0213,2.13
KOOPERATIV AS,2017,HALDEN,243865,11619690,0.021,2.1
RENTOKIL INITIAL NORGE AS,2017,HALDEN,52953,11619690,0.0046,0.46
BERGEN KONGRESS & KULTUR AS,2017,HALDEN,31366,11619690,0.0027,0.27
AVARN SECURITY AS,2017,HALDEN,23175,11619690,0.002,0.2
EGENCIA NORWAY AS,2017,HALDEN,12987,11619690,0.0011,0.11
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,HALDEN,9600,11619690,8e-4,0.08
ATLANTIC MICE TIBE AS,2017,HALDEN,6668,11619690,6e-4,0.06
KONTROLL OG RÅDGIVNING AS,2017,HALDEN,7349,11619690,6e-4,0.06
VIKING REDNINGSTJENESTE AS,2017,HALDEN,5521,11619690,5e-4,0.05
ODIN KAPITAL AS,2017,HALDEN,3508,11619690,3e-4,0.03
ACCURATE CARE AS,2017,HAMAR,5900564,6963895,0.8473,84.73
OPTICE AS,2017,HAMAR,309555,6963895,0.0445,4.45
CENTRIC CARE AS,2017,HAMAR,280524,6963895,0.0403,4.03
ECURA CARE AS,2017,HAMAR,135220,6963895,0.0194,1.94
FIRST RENT A CAR NORWAY AS,2017,HAMAR,58259,6963895,0.0084,0.84
N3 NORGE AS,2017,HAMAR,56997,6963895,0.0082,0.82
CONVENE AS,2017,HAMAR,35924,6963895,0.0052,0.52
ASC ØSTLANDSKE RENGJØRING AS,2017,HAMAR,35517,6963895,0.0051,0.51
BERGEN KONGRESS & KULTUR AS,2017,HAMAR,34503,6963895,0.005,0.5
ATLANTIC MICE TIBE AS,2017,HAMAR,32200,6963895,0.0046,0.46
NORGESGRUPPEN BETALINGSTJENESTER AS,2017,HAMAR,22250,6963895,0.0032,0.32
RAMIRENT AS,2017,HAMAR,22511,6963895,0.0032,0.32
HOTEL LINK AS,2017,HAMAR,19583,6963895,0.0028,0.28
VIKING REDNINGSTJENESTE AS,2017,HAMAR,8530,6963895,0.0012,0.12
EGENCIA NORWAY AS,2017,HAMAR,7276,6963895,0.001,0.1
MOTION PICTURE LICENSING COMPANY NORGE AS,2017,HAMAR,4482,6963895,6e-4,0.06
KONSTALI HELSENOR AS,2017,HAMARØY,1864464,2875924,0.6483,64.83
DEDICARE DOCTOR AS,2017,HAMARØY,649244,2875924,0.2258,22.58
KOOPERATIV BEMANNING AS,2017,HAMARØY,277586,2875924,0.0965,9.65
INTERRENT AS,2017,HAMARØY,36711,2875924,0.0128,1.28
CONVENE AS,2017,HAMARØY,26363,2875924,0.0092,0.92
CONGRESS CONFERENCE AS,2017,HAMARØY,10295,2875924,0.0036,0.36
MELIN COLLECTORS AS,2017,HAMARØY,8636,2875924,0.003,0.3
RENTOKIL INITIAL NORGE AS,2017,HAMARØY,2625,2875924,9e-4,0.09
MELIN COLLECTORS AS,2017,HAREID,34352,56494,0.6081,60.81
RAMIRENT AS,2017,HAREID,15092,56494,0.2671,26.71
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,HAREID,4750,56494,0.0841,8.41
EGENCIA NORWAY AS,2017,HAREID,2300,56494,0.0407,4.07
KONSTALI HELSENOR AS,2017,HARSTAD,1001286,2352821,0.4256,42.56
SYDVEST PROSJEKT AS,2017,HARSTAD,714332,2352821,0.3036,30.36
BERG-HANSEN NORD-NORGE AS,2017,HARSTAD,201779,2352821,0.0858,8.58
FIRST RENT A CAR NORWAY AS,2017,HARSTAD,150356,2352821,0.0639,6.39
INTERRENT AS,2017,HARSTAD,63624,2352821,0.027,2.7
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,HARSTAD,58327,2352821,0.0248,2.48
CONVENE AS,2017,HARSTAD,55628,2352821,0.0236,2.36
VERISURE AS,2017,HARSTAD,22776,2352821,0.0097,0.97
SEIE AS,2017,HARSTAD,20794,2352821,0.0088,0.88
ECURA CARE AS,2017,HARSTAD,20321,2352821,0.0086,0.86
ADECCO NORGE AS,2017,HARSTAD,17017,2352821,0.0072,0.72
AVARN SECURITY AS,2017,HARSTAD,16734,2352821,0.0071,0.71
MELIN COLLECTORS AS,2017,HARSTAD,7621,2352821,0.0032,0.32
ATLANTIC MICE TIBE AS,2017,HARSTAD,2226,2352821,9e-4,0.09
ACCURATE CARE AS,2017,HASVIK,285338,533358,0.535,53.5
DEDICARE DOCTOR AS,2017,HASVIK,245000,533358,0.4594,45.94
ECURA CARE AS,2017,HASVIK,3020,533358,0.0057,0.57
ACCURATE CARE AS,2017,HATTFJELLDAL,656475,750876,0.8743,87.43
BERG-HANSEN NORD-NORGE AS,2017,HATTFJELLDAL,94401,750876,0.1257,12.57
KONSTALI HELSENOR AS,2017,HAUGESUND,2418580,2685817,0.9005,90.05
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,HAUGESUND,66500,2685817,0.0248,2.48
CONVENE AS,2017,HAUGESUND,64533,2685817,0.024,2.4
SYDVEST PROSJEKT AS,2017,HAUGESUND,54126,2685817,0.0202,2.02
BERGEN KONGRESS & KULTUR AS,2017,HAUGESUND,39096,2685817,0.0146,1.46
HOTEL LINK AS,2017,HAUGESUND,36780,2685817,0.0137,1.37
MELIN COLLECTORS AS,2017,HAUGESUND,6202,2685817,0.0023,0.23
FOCUS CARE AS,2017,HEIM,1392308,2094607,0.6647,66.47
FØNIKS VASK OG RENS AS,2017,HEIM,428060,2094607,0.2044,20.44
KLETOR AS,2017,HEIM,153200,2094607,0.0731,7.31
BOSS NORGE AS,2017,HEIM,62486,2094607,0.0298,2.98
STIFTELSEN RO RESSURSSENTER FOR OMSTILLING I KOMMUNENE MED UTVIKLING AV OMSORGSTJENESTEN SOM SPESIA,2017,HEIM,18765,2094607,0.009,0.9
HOTEL LINK AS,2017,HEIM,16367,2094607,0.0078,0.78
BERGEN KONGRESS & KULTUR AS,2017,HEIM,12075,2094607,0.0058,0.58
RENTOKIL INITIAL NORGE AS,2017,HEIM,7322,2094607,0.0035,0.35
MELIN COLLECTORS AS,2017,HEIM,4024,2094607,0.0019,0.19
OPTICE AS,2017,HEMNES,184225,433725,0.4248,42.48
BERG-HANSEN NORD-NORGE AS,2017,HEMNES,139305,433725,0.3212,32.12
ODIN KAPITAL AS,2017,HEMNES,41543,433725,0.0958,9.58
CONVENE AS,2017,HEMNES,28011,433725,0.0646,6.46
HOTEL LINK AS,2017,HEMNES,18553,433725,0.0428,4.28
KONTROLL OG RÅDGIVNING AS,2017,HEMNES,12750,433725,0.0294,2.94
EGENCIA NORWAY AS,2017,HEMNES,9338,433725,0.0215,2.15
RETURA VAL-HALL AS,2017,HEMSEDAL,125346,130778,0.9585,95.85
FIRST RENT A CAR NORWAY AS,2017,HEMSEDAL,5432,130778,0.0415,4.15
KONSTALI HELSENOR AS,2017,HERØY,1991987,4025001,0.4949,49.49
CENTRIC CARE AS,2017,HERØY,1853338,4025001,0.4605,46.05
CONVENE AS,2017,HERØY,63507,4025001,0.0158,1.58
